


TEST,COMPANY,0,2023-10-21,5,EQUIPMENT
WK4200001,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200002,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200003,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200004,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200005,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200006,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200007,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200008,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200009,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200010,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200011,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200012,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200013,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200014,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200015,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200016,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200017,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200018,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200019,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200020,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200021,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200022,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200023,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200024,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200025,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200026,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200027,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200028,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200029,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200030,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200031,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200032,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200033,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200034,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200035,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200036,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200037,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200038,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200039,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200040,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200041,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200042,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200043,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200044,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200045,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200046,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200047,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200048,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200049,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200050,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200051,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200052,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200053,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200054,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200055,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200056,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200057,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200058,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200059,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200060,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200061,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200062,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200063,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200064,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200065,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200066,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200067,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200068,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200069,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200070,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200071,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200072,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200073,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200074,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200075,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200076,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200077,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200078,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200079,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200080,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200081,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200082,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200083,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200084,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200085,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200086,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200087,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200088,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200089,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200090,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200091,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200092,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200093,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200094,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200095,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200096,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200097,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200098,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200099,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200100,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200101,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200102,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200103,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200104,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200105,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200106,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200107,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200108,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200109,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200110,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200111,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200112,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200113,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200114,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200115,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200116,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200117,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200118,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200119,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200120,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200121,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200122,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200123,COMPANY,0,2023-10-20,5,EQUIPMENT
WK4200124,COMPANY,0,2023-10-20,5,EQUIPMENT
